frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,cell_index
0,179.90525817871094,1102.77197265625,1136.7872314453125,0.2590440213680267,0.2967171669006347,1157.5205078125,0.0272898320108652,0.0304821096360683,0.1269665211439132,6139.240234375,-1.0
0,187.18844604492188,407.0944519042969,2918.934326171875,0.2985041439533233,0.3398841619491577,1233.6669921875,0.0146024134010076,0.0162791982293128,0.1217474117875099,14096.912109375,-1.0
0,346.104736328125,1066.0,3855.001708984375,0.2568015158176422,0.2583879828453064,1204.1007080078125,0.0106874573975801,0.0107283238321542,0.0061398637481033,33910.47265625,-1.0
0,701.7432250976562,588.0511474609375,1543.2691650390625,0.2899541556835174,0.4003177881240845,1196.421875,0.0233809482306242,0.0320892892777919,0.2756900489330292,6124.90576171875,-1.0
0,1719.04296875,141.07492065429688,2203.045654296875,0.3350132703781128,0.3136526346206665,1146.7901611328125,0.0196199584752321,0.0185126401484012,0.0637605637311935,13262.0302734375,-1.0
0,1736.1348876953125,1242.845947265625,1750.04052734375,0.3058355450630188,0.3436321020126343,1183.8072509765625,0.021990206092596,0.0244686678051948,0.1099913418292999,8263.8994140625,-1.0
0,2037.792236328125,1346.173828125,1816.0054931640625,0.2839722335338592,0.3356585800647735,1176.330078125,0.020038915798068,0.0231573171913623,0.1539848744869232,7930.63818359375,-1.0
0,2234.90576171875,1457.10888671875,2117.736572265625,0.2383839190006256,0.2265494912862777,1141.3817138671875,0.0155985401943326,0.0151335271075367,0.0496444031596183,20085.39453125,-1.0
0,2358.88671875,2065.049072265625,1605.8079833984375,0.3135431110858917,0.3935522139072418,1065.4241943359375,0.0233176667243242,0.029206246137619,0.2032998353242874,8159.32080078125,-1.0
0,2734.124267578125,2150.89794921875,4913.27001953125,0.2501159906387329,0.3173028230667114,1041.7666015625,0.0087105128914117,0.0101640643551945,0.21174356341362,33283.3515625,-1.0
0,593.650390625,3.771417140960693,7460.3447265625,1.348656177520752,1.7418726682662964,1597.66748046875,0.0553515292704105,0.0880587324500083,0.2257435321807861,6600.55615234375,1.0
0,420.6413269042969,18.25897789001465,8084.29052734375,1.846201539039612,1.2998443841934204,1636.873046875,0.0918840765953064,0.0486667901277542,0.2959358096122741,7043.44189453125,3.0
0,1954.4140625,68.3310546875,24009.685546875,2.273637533187866,2.2038207054138184,1087.119384765625,0.0411906577646732,0.0390192829072475,0.0307071059942245,6634.2880859375,5.0
0,364.9205932617188,88.0769271850586,8193.12109375,1.7494328022003174,1.589396595954895,1579.5594482421875,0.0807921960949897,0.0677743479609489,0.091478906571865,6996.599609375,7.0
0,372.46881103515625,90.99977111816406,4026.845703125,1.1338539123535156,1.2953379154205322,1673.5240478515625,0.0739278793334961,0.0939333513379097,0.124665543437004,5698.15478515625,7.0
0,65.36675262451172,103.63180541992188,13830.2529296875,1.7629467248916626,1.653388261795044,1412.0767822265625,0.0479567684233188,0.0428309142589569,0.0621450804173946,8817.6259765625,8.0
